Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Date,Team,Unnamed: 2,Opp,Result,GmSc,+/-
1992-93,22.0,NJN,NBA,PG,55,55,36.5,6.7,15.5,.435,0.1,0.5,.280,6.6,15.0,.440,.439,3.3,4.2,.776,0.9,3.2,4.1,8.2,1.7,0.2,2.8,2.5,16.9,Kenny Anderson,,,,,,,
1993-94,23.0,NJN,NBA,PG,82,82,38.2,7.0,16.8,.417,0.5,1.6,.303,6.5,15.2,.429,.432,4.2,5.2,.818,1.1,2.8,3.9,9.6,1.9,0.2,3.2,2.5,18.8,Kenny Anderson,,,,,,,
1994-95,24.0,NJN,NBA,PG,72,70,37.3,5.7,14.3,.399,1.3,4.1,.330,4.4,10.2,.426,.446,4.8,5.8,.841,1.0,2.5,3.5,9.4,1.4,0.2,3.1,2.6,17.6,Kenny Anderson,,,,,,,
1995-96,25.0,TOT,NBA,PG,69,64,34.0,5.1,12.1,.418,1.3,3.7,.359,3.7,8.4,.445,.474,3.8,4.9,.769,0.9,2.0,2.9,8.3,1.6,0.2,2.1,2.6,15.2,Kenny Anderson,,,,,,,
1995-96,25.0,NJN,NBA,PG,31,28,33.6,4.6,12.3,.376,1.2,3.2,.364,3.5,9.1,.381,.424,4.9,6.1,.803,1.2,2.1,3.3,8.0,1.7,0.3,1.9,2.4,15.3,Kenny Anderson,,,,,,,
1995-96,25.0,CHH,NBA,PG,38,36,34.3,5.4,11.9,.454,1.5,4.1,.357,3.9,7.8,.505,.515,2.9,3.9,.727,0.7,2.0,2.7,8.6,1.6,0.2,2.3,2.8,15.2,Kenny Anderson,,,,,,,
1996-97,26.0,POR,NBA,PG,82,81,37.6,5.9,13.9,.427,1.6,4.5,.361,4.3,9.4,.458,.485,4.1,5.3,.768,1.1,3.3,4.4,7.1,2.0,0.2,2.4,2.7,17.5,Kenny Anderson,,,,,,,
1997-98,27.0,TOT,NBA,PG,61,56,30.5,4.4,11.0,.398,0.9,2.6,.356,3.5,8.4,.411,.440,2.5,3.2,.789,0.6,2.2,2.8,5.7,1.4,0.0,2.3,2.2,12.2,Kenny Anderson,,,,,,,
1997-98,27.0,POR,NBA,PG,45,40,32.7,4.5,11.7,.387,1.0,3.0,.353,3.5,8.8,.398,.432,2.5,3.2,.772,0.8,2.2,3.0,5.4,1.4,0.0,2.5,2.2,12.6,Kenny Anderson,,,,,,,
1997-98,27.0,BOS,NBA,PG,16,16,24.1,4.0,9.2,.435,0.6,1.7,.370,3.4,7.5,.450,.469,2.6,3.1,.837,0.2,2.3,2.4,6.3,1.6,0.0,1.8,2.3,11.2,Kenny Anderson,,,,,,,
1998-99,28.0,BOS,NBA,PG,34,33,29.7,4.7,10.5,.451,0.2,0.7,.250,4.6,9.8,.465,.459,2.5,3.0,.832,0.7,2.3,3.0,5.7,1.0,0.1,2.1,2.3,12.1,Kenny Anderson,,,,,,,
1999-00,29.0,BOS,NBA,PG,82,82,31.6,5.3,12.0,.440,1.0,2.7,.386,4.3,9.3,.456,.483,2.4,3.1,.775,0.7,2.1,2.7,5.1,1.7,0.1,1.6,2.8,14.0,Kenny Anderson,,,,,,,
2000-01,30.0,BOS,NBA,PG,33,28,25.7,2.7,6.9,.388,0.3,1.0,.333,2.3,5.9,.397,.412,1.8,2.2,.831,0.5,1.7,2.2,4.1,1.3,0.1,1.6,1.9,7.5,Kenny Anderson,,,,,,,
2001-02,31.0,BOS,NBA,PG,76,76,32.0,4.1,9.4,.436,0.1,0.4,.273,4.0,9.0,.444,.442,1.3,1.7,.742,0.8,2.9,3.6,5.3,1.9,0.1,1.6,2.8,9.6,Kenny Anderson,,,,,,,
2002-03,32.0,TOT,NBA,PG,61,2,18.6,2.7,6.3,.427,0.0,0.1,.143,2.7,6.1,.432,.428,0.7,0.9,.789,0.5,1.7,2.2,3.2,1.0,0.1,1.2,1.7,6.1,Kenny Anderson,,,,,,,
2002-03,32.0,SEA,NBA,PG,38,1,18.1,2.7,6.1,.440,0.0,0.1,.000,2.7,6.0,.449,.440,0.8,0.9,.829,0.4,1.8,2.3,3.2,1.1,0.0,0.9,1.7,6.1,Kenny Anderson,,,,,,,
2002-03,32.0,NOH,NBA,PG,23,1,19.4,2.7,6.5,.407,0.0,0.1,.500,2.6,6.4,.405,.410,0.7,1.0,.727,0.6,1.3,2.0,3.3,0.8,0.2,1.8,1.9,6.0,Kenny Anderson,,,,,,,
2003-04,33.0,IND,NBA,PG,44,31,20.6,2.6,5.8,.441,0.0,0.1,.250,2.5,5.7,.444,.443,0.8,1.1,.729,0.4,1.4,1.8,2.8,0.6,0.1,1.1,1.7,6.0,Kenny Anderson,,,,,,,
2004-05,34.0,TOT,NBA,PG,43,20,17.3,2.0,4.7,.423,0.1,0.3,.462,1.8,4.4,.420,.438,0.6,0.9,.730,0.6,1.5,2.0,2.4,0.8,0.0,1.1,2.0,4.7,Kenny Anderson,,,,,,,
2004-05,34.0,ATL,NBA,PG,39,20,18.4,2.1,4.9,.426,0.2,0.3,.462,1.9,4.5,.424,.442,0.7,0.9,.730,0.6,1.5,2.1,2.5,0.8,0.0,1.2,2.1,5.0,Kenny Anderson,,,,,,,
2004-05,34.0,LAC,NBA,PG,4,0,6.5,1.0,2.8,.364,0.0,0.0,,1.0,2.8,.364,.364,0.0,0.0,,0.3,1.0,1.3,1.3,0.0,0.0,0.8,1.5,2.0,Kenny Anderson,,,,,,,
2005-06,35.0,Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Did Not Play (other pro league—Lithuania),Kenny Anderson,,,,,,,
Career,,,NBA,,858,693,30.1,4.7,11.1,.421,0.6,1.8,.346,4.0,9.2,.436,.449,2.6,3.3,.790,0.8,2.3,3.1,6.1,1.5,0.1,2.1,2.3,12.6,Kenny Anderson,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenny Anderson,,,,,,,
5 seasons,,NJN,NBA,,304,248,32.8,5.5,13.6,.409,0.6,1.9,.325,4.9,11.7,.423,.431,3.6,4.5,.810,0.9,2.4,3.4,7.8,1.6,0.2,2.6,2.2,15.3,Kenny Anderson,,,,,,,
5 seasons,,BOS,NBA,,241,235,30.2,4.4,10.1,.435,0.5,1.4,.359,3.9,8.7,.448,.460,2.0,2.5,.789,0.6,2.3,3.0,5.2,1.6,0.1,1.7,2.6,11.3,Kenny Anderson,,,,,,,
2 seasons,,POR,NBA,,127,121,35.9,5.4,13.1,.414,1.4,3.9,.359,4.0,9.2,.438,.468,3.5,4.6,.769,1.0,2.9,3.9,6.5,1.8,0.1,2.4,2.5,15.8,Kenny Anderson,,,,,,,
1 season,,IND,NBA,,44,31,20.6,2.6,5.8,.441,0.0,0.1,.250,2.5,5.7,.444,.443,0.8,1.1,.729,0.4,1.4,1.8,2.8,0.6,0.1,1.1,1.7,6.0,Kenny Anderson,,,,,,,
1 season,,ATL,NBA,,39,20,18.4,2.1,4.9,.426,0.2,0.3,.462,1.9,4.5,.424,.442,0.7,0.9,.730,0.6,1.5,2.1,2.5,0.8,0.0,1.2,2.1,5.0,Kenny Anderson,,,,,,,
1 season,,CHH,NBA,,38,36,34.3,5.4,11.9,.454,1.5,4.1,.357,3.9,7.8,.505,.515,2.9,3.9,.727,0.7,2.0,2.7,8.6,1.6,0.2,2.3,2.8,15.2,Kenny Anderson,,,,,,,
1 season,,SEA,NBA,,38,1,18.1,2.7,6.1,.440,0.0,0.1,.000,2.7,6.0,.449,.440,0.8,0.9,.829,0.4,1.8,2.3,3.2,1.1,0.0,0.9,1.7,6.1,Kenny Anderson,,,,,,,
1 season,,NOH,NBA,,23,1,19.4,2.7,6.5,.407,0.0,0.1,.500,2.6,6.4,.405,.410,0.7,1.0,.727,0.6,1.3,2.0,3.3,0.8,0.2,1.8,1.9,6.0,Kenny Anderson,,,,,,,
1 season,,LAC,NBA,,4,0,6.5,1.0,2.8,.364,0.0,0.0,,1.0,2.8,.364,.364,0.0,0.0,,0.3,1.0,1.3,1.3,0.0,0.0,0.8,1.5,2.0,Kenny Anderson,,,,,,,
1977-78,22.0,Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),,,,,,,,Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Kim Anderson,,,,,,,
1978-79,23.0,POR,NBA,SF,21,,10.7,1.1,3.7,.312,,,,,,,,0.7,1.3,.536,0.8,1.3,2.1,0.7,0.2,0.2,1.0,2.0,3.0,Kim Anderson,,,,,,,
Career,,,NBA,,21,,10.7,1.1,3.7,.312,,,,,,,,0.7,1.3,.536,0.8,1.3,2.1,0.7,0.2,0.2,1.0,2.0,3.0,Kim Anderson,,,,,,,
,,,,,,,17,1,4,0.25,0,0,,,,,,0,0,,1,2,3,3,1,0,0,2,2,Kyle Anderson,2024-01-29,MIN,@,OKC,W 107-101,3.2,-5.0
,,,,,,,19,2,6,0.333,0,0,,,,,,0,2,0.0,2,1,3,1,1,0,1,0,4,Kyle Anderson,2024-01-27,MIN,@,SAS,L 112-113,2.2,-5.0
,,,,,,,18,1,3,0.333,0,0,,,,,,1,2,0.5,1,2,3,5,2,0,1,0,3,Kyle Anderson,2024-01-25,MIN,@,BRK,W 96-94,6.7,-1.0
,,,,,,,22,1,4,0.25,0,0,,,,,,1,2,0.5,1,4,5,5,0,0,0,1,3,Kyle Anderson,2024-01-24,MIN,@,WAS,W 118-107,5.2,-3.0
,,,,,,,22,1,2,0.5,0,0,,,,,,3,3,1.0,1,3,4,8,0,0,1,1,5,Kyle Anderson,2024-01-22,MIN,,CHO,L 125-128,9.8,-8.0
1988-89,22.0,SAS,NBA,PG,36,12,20.3,2.0,4.9,0.417,0.0,0.2,0.143,2.0,4.7,0.429,0.42,1.6,2.3,0.695,1.2,1.3,2.5,4.3,1.2,0.1,2.3,1.8,5.7,Michael Anderson,,,,,,,
Career,,,NBA,,36,12,20.3,2.0,4.9,0.417,0.0,0.2,0.143,2.0,4.7,0.429,0.42,1.6,2.3,0.695,1.2,1.3,2.5,4.3,1.2,0.1,2.3,1.8,5.7,Michael Anderson,,,,,,,
1989-90,22.0,ORL,NBA,SG,81.0,9.0,22.0,4.6,9.3,0.494,0.0,0.2,0.059,4.6,9.1,0.504,0.495,2.3,3.3,0.705,1.3,2.6,3.9,1.5,0.9,0.4,1.7,1.7,11.5,Nick Anderson,,,,,,,
1990-91,23.0,ORL,NBA,SG,70.0,42.0,28.2,5.7,12.2,0.467,0.2,0.8,0.293,5.5,11.4,0.479,0.477,2.5,3.7,0.668,1.3,4.2,5.5,1.5,1.1,0.6,1.6,2.1,14.1,Nick Anderson,,,,,,,
1991-92,24.0,ORL,NBA,SG,60.0,59.0,36.7,8.0,17.4,0.463,0.5,1.4,0.353,7.5,16.0,0.472,0.477,3.4,5.1,0.667,1.6,4.8,6.4,2.7,1.6,0.6,2.1,2.2,19.9,Nick Anderson,,,,,,,
1992-93,25.0,ORL,NBA,SG,79.0,76.0,37.0,7.5,16.8,0.449,1.1,3.2,0.353,6.4,13.6,0.471,0.482,3.8,5.1,0.741,1.5,4.5,6.0,3.4,1.6,0.7,2.1,2.5,19.9,Nick Anderson,,,,,,,
1993-94,26.0,ORL,NBA,SG,81.0,81.0,34.7,6.2,13.0,0.478,1.2,3.9,0.322,5.0,9.1,0.545,0.526,2.1,3.1,0.672,1.4,4.5,5.9,3.6,1.7,0.4,2.0,1.8,15.8,Nick Anderson,,,,,,,
1994-95,27.0,ORL,NBA,SG,76.0,76.0,34.1,5.8,12.1,0.476,2.4,5.7,0.415,3.4,6.5,0.528,0.573,1.9,2.7,0.704,1.1,3.3,4.4,4.1,1.6,0.3,1.9,1.6,15.8,Nick Anderson,,,,,,,
1995-96,28.0,ORL,NBA,SG,77.0,77.0,35.3,5.2,11.7,0.442,2.2,5.6,0.391,3.0,6.2,0.489,0.535,2.2,3.1,0.692,1.2,4.2,5.4,3.6,1.6,0.6,1.8,1.8,14.7,Nick Anderson,,,,,,,
1996-97,29.0,ORL,NBA,SG,63.0,61.0,34.3,4.6,11.5,0.397,2.3,6.4,0.353,2.3,5.1,0.453,0.496,0.6,1.5,0.404,1.0,3.8,4.8,2.9,1.9,0.5,1.4,2.5,12.0,Nick Anderson,,,,,,,
1997-98,30.0,ORL,NBA,SF,58.0,44.0,29.3,5.9,13.0,0.455,1.3,3.7,0.36,4.6,9.3,0.493,0.506,2.2,3.4,0.638,1.7,3.4,5.1,2.1,1.2,0.4,1.5,1.7,15.3,Nick Anderson,,,,,,,
1998-99,31.0,ORL,NBA,SF,47.0,39.0,33.6,5.4,13.6,0.395,2.0,5.9,0.347,3.3,7.7,0.433,0.47,2.1,3.4,0.611,1.1,4.8,5.9,1.9,1.4,0.3,1.8,1.5,14.9,Nick Anderson,,,,,,,
1999-00,32.0,SAC,NBA,SG,72.0,72.0,29.1,4.3,10.9,0.391,1.8,5.5,0.332,2.4,5.3,0.452,0.476,0.5,1.1,0.487,1.2,3.6,4.7,1.7,1.3,0.2,1.3,1.6,10.8,Nick Anderson,,,,,,,
2000-01,33.0,SAC,NBA,SG,21.0,0.0,8.0,0.7,2.7,0.246,0.5,1.9,0.256,0.2,0.9,0.222,0.333,0.0,0.0,,0.1,1.0,1.2,0.6,0.5,0.2,0.3,0.6,1.8,Nick Anderson,,,,,,,
2001-02,34.0,MEM,NBA,SG,15.0,0.0,14.6,1.4,5.1,0.276,0.9,3.2,0.271,0.5,1.9,0.286,0.362,0.3,0.6,0.556,0.1,2.1,2.2,0.9,0.4,0.4,0.9,1.1,4.0,Nick Anderson,,,,,,,
Career,,,NBA,,800.0,636.0,31.2,5.5,12.4,0.446,1.3,3.7,0.356,4.2,8.7,0.485,0.5,2.1,3.1,0.667,1.3,3.8,5.1,2.6,1.4,0.5,1.7,1.9,14.4,Nick Anderson,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Anderson,,,,,,,
10 seasons,,ORL,NBA,,692.0,564.0,32.4,5.9,13.0,0.454,1.3,3.6,0.363,4.6,9.4,0.489,0.504,2.3,3.4,0.673,1.3,4.0,5.3,2.8,1.5,0.5,1.8,2.0,15.4,Nick Anderson,,,,,,,
2 seasons,,SAC,NBA,,93.0,72.0,24.3,3.4,9.0,0.381,1.5,4.7,0.326,1.9,4.3,0.442,0.466,0.4,0.8,0.487,0.9,3.0,3.9,1.5,1.1,0.2,1.1,1.4,8.8,Nick Anderson,,,,,,,
1 season,,MEM,NBA,,15.0,0.0,14.6,1.4,5.1,0.276,0.9,3.2,0.271,0.5,1.9,0.286,0.362,0.3,0.6,0.556,0.1,2.1,2.2,0.9,0.4,0.4,0.9,1.1,4.0,Nick Anderson,,,,,,,
1982-83,22.0,SDC,NBA,C,78,5,16.3,2.2,5.5,.404,0.1,0.2,.368,2.1,5.3,.405,.412,0.6,0.9,.696,1.4,2.1,3.5,1.5,0.7,0.3,1.2,2.2,5.2,Richard Anderson,,,,,,,
1983-84,23.0,DEN,NBA,PF,78,17,17.7,3.5,8.2,.426,0.0,0.2,.158,3.4,7.9,.435,.429,1.5,1.9,.773,1.7,3.5,5.2,2.5,0.6,0.4,1.4,2.3,8.5,Richard Anderson,,,,,,,
1984-85,24.0,Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Richard Anderson,,,,,,,
1985-86,25.0,Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Richard Anderson,,,,,,,
1986-87,26.0,HOU,NBA,PF,51,0,6.1,1.2,2.7,.424,0.1,0.3,.250,1.1,2.4,.447,.439,0.4,0.6,.759,0.5,1.1,1.5,0.6,0.1,0.1,0.4,0.7,2.8,Richard Anderson,,,,,,,
1987-88,27.0,TOT,NBA,PF,74,3,18.2,2.3,5.9,.390,0.6,2.0,.320,1.7,3.9,.426,.444,0.8,1.0,.753,1.2,2.9,4.1,1.5,0.7,0.2,0.8,1.9,6.1,Richard Anderson,,,,,,,
1987-88,27.0,HOU,NBA,PF,12,0,4.4,0.9,2.2,.423,0.5,1.3,.400,0.4,0.9,.455,.538,0.3,0.4,.800,0.8,0.7,1.4,0.3,0.1,0.0,0.1,0.3,2.7,Richard Anderson,,,,,,,
1987-88,27.0,POR,NBA,PF,62,3,20.9,2.6,6.7,.387,0.7,2.2,.311,1.9,4.5,.424,.438,0.9,1.2,.750,1.3,3.3,4.6,1.7,0.8,0.3,1.0,2.1,6.7,Richard Anderson,,,,,,,
1988-89,28.0,POR,NBA,PF,72,3,15.0,2.0,4.8,.417,0.7,2.0,.348,1.3,2.9,.464,.487,0.4,0.5,.842,0.9,2.3,3.2,1.4,0.6,0.2,0.8,1.4,5.2,Richard Anderson,,,,,,,
1989-90,29.0,CHH,NBA,PF,54,2,11.2,1.6,3.9,.417,0.7,1.9,.370,0.9,2.1,.459,.505,0.3,0.4,.783,0.6,1.7,2.4,1.0,0.4,0.2,0.5,1.2,4.3,Richard Anderson,,,,,,,
Career,,,NBA,,407,30,14.7,2.2,5.4,.412,0.4,1.1,.333,1.9,4.3,.432,.446,0.7,0.9,.762,1.1,2.4,3.5,1.5,0.6,0.2,0.9,1.7,5.6,Richard Anderson,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Anderson,,,,,,,
2 seasons,,POR,NBA,,134,6,17.8,2.3,5.7,.401,0.7,2.1,.330,1.6,3.6,.441,.461,0.6,0.8,.782,1.1,2.8,3.9,1.5,0.7,0.2,0.9,1.7,5.9,Richard Anderson,,,,,,,
1 season,,DEN,NBA,,78,17,17.7,3.5,8.2,.426,0.0,0.2,.158,3.4,7.9,.435,.429,1.5,1.9,.773,1.7,3.5,5.2,2.5,0.6,0.4,1.4,2.3,8.5,Richard Anderson,,,,,,,
1 season,,SDC,NBA,,78,5,16.3,2.2,5.5,.404,0.1,0.2,.368,2.1,5.3,.405,.412,0.6,0.9,.696,1.4,2.1,3.5,1.5,0.7,0.3,1.2,2.2,5.2,Richard Anderson,,,,,,,
2 seasons,,HOU,NBA,,63,0,5.8,1.1,2.6,.424,0.2,0.5,.323,1.0,2.1,.448,.455,0.4,0.5,.765,0.5,1.0,1.5,0.6,0.1,0.0,0.3,0.7,2.8,Richard Anderson,,,,,,,
1 season,,CHH,NBA,,54,2,11.2,1.6,3.9,.417,0.7,1.9,.370,0.9,2.1,.459,.505,0.3,0.4,.783,0.6,1.7,2.4,1.0,0.4,0.2,0.5,1.2,4.3,Richard Anderson,,,,,,,
1984-85,26.0,CLE,NBA,SF,36,7,14.4,2.3,5.4,.431,0.0,0.1,.500,2.3,5.4,.430,.433,1.1,1.4,.820,1.1,1.4,2.4,0.9,0.3,0.2,0.9,1.1,5.8,Ron Anderson,,,,,,,
1985-86,27.0,TOT,NBA,SF,77,30,21.8,4.0,8.2,.494,0.0,0.1,.222,4.0,8.0,.498,.495,1.1,1.6,.669,1.7,1.9,3.6,1.9,0.7,0.1,1.1,1.6,9.2,Ron Anderson,,,,,,,
1985-86,27.0,CLE,NBA,SF,17,3,12.2,2.2,4.4,.500,0.0,0.1,.000,2.2,4.3,.507,.500,0.7,0.9,.750,0.3,1.2,1.5,0.5,0.1,0.0,0.4,1.2,5.1,Ron Anderson,,,,,,,
1985-86,27.0,IND,NBA,SF,60,27,24.5,4.6,9.2,.493,0.0,0.1,.250,4.5,9.1,.496,.495,1.2,1.9,.658,2.1,2.1,4.1,2.3,0.9,0.1,1.3,1.8,10.4,Ron Anderson,,,,,,,
1986-87,28.0,IND,NBA,SF,63,0,11.4,2.2,4.7,.473,0.0,0.1,.000,2.2,4.6,.481,.473,1.3,1.7,.787,1.2,1.2,2.4,0.9,0.5,0.0,0.9,1.0,5.8,Ron Anderson,,,,,,,
1987-88,29.0,IND,NBA,SF,74,1,14.8,2.9,5.9,.498,0.0,0.0,.000,2.9,5.9,.500,.498,1.5,1.9,.766,1.2,1.7,2.9,1.1,0.6,0.1,1.0,1.3,7.3,Ron Anderson,,,,,,,
1988-89,30.0,PHI,NBA,SF,82,12,31.9,6.9,14.0,.491,0.0,0.1,.182,6.9,13.9,.494,.492,2.4,2.8,.856,2.0,2.9,5.0,1.7,0.9,0.3,1.5,2.0,16.2,Ron Anderson,,,,,,,
1989-90,31.0,PHI,NBA,SF,78,3,26.8,4.9,10.8,.451,0.0,0.3,.143,4.8,10.5,.459,.452,2.1,2.5,.838,1.0,2.7,3.8,1.8,0.9,0.2,1.0,1.8,11.9,Ron Anderson,,,,,,,
1990-91,32.0,PHI,NBA,SF,82,13,28.5,6.2,12.9,.485,0.1,0.5,.209,6.1,12.3,.497,.490,2.0,2.4,.833,1.3,3.2,4.5,1.4,0.8,0.2,1.2,2.0,14.6,Ron Anderson,,,,,,,
1991-92,33.0,PHI,NBA,SF,82,11,29.7,5.7,12.3,.465,0.5,1.5,.331,5.2,10.7,.485,.486,1.7,2.0,.877,1.2,2.2,3.4,1.6,1.0,0.1,1.3,1.6,13.7,Ron Anderson,,,,,,,
1992-93,34.0,PHI,NBA,SF,69,0,18.3,3.3,7.9,.414,0.6,1.7,.325,2.7,6.1,.439,.449,1.0,1.3,.809,0.9,1.8,2.7,1.3,0.4,0.1,0.9,1.1,8.1,Ron Anderson,,,,,,,
1993-94,35.0,TOT,NBA,SF,21,2,17.0,1.7,4.1,.407,0.3,1.2,.269,1.3,2.9,.467,.448,0.9,1.1,.826,0.8,1.8,2.5,0.8,0.4,0.1,0.5,0.8,4.6,Ron Anderson,,,,,,,
1993-94,35.0,NJN,NBA,SF,11,2,16.0,1.4,3.9,.349,0.4,1.1,.333,1.0,2.8,.355,.395,0.9,1.1,.833,0.7,1.6,2.4,0.5,0.5,0.2,0.1,0.8,4.0,Ron Anderson,,,,,,,
1993-94,35.0,WSB,NBA,SF,10,0,18.0,2.0,4.3,.465,0.3,1.4,.214,1.7,2.9,.586,.500,0.9,1.1,.818,0.8,1.9,2.7,1.1,0.3,0.1,0.9,0.7,5.2,Ron Anderson,,,,,,,
1994-95,36.0,Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Ron Anderson,,,,,,,
1995-96,37.0,Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Ron Anderson,,,,,,,
1996-97,38.0,Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Ron Anderson,,,,,,,
